,Country,Time,Total Land (m2),Forest (%),Agriculture (%)
4378,Kyrgyz Republic,2006,191800.0,6.30953076120959,55.94942648592279
4379,Cambodia,2006,176520.0,60.4233967822343,30.3365057783821
4380,Kiribati,2006,810.0,1.4567901234567902,41.975308641975296
4381,St. Kitts and Nevis,2006,260.0,42.3076923076923,19.2692307692308
4382,"Korea, Rep.",2006,96880.0,66.2943848059455,19.1783649876135
4383,Kuwait,2006,17820.0,0.319304152637486,8.41750841750842
4384,Latin America & Caribbean (excluding high income),2006,18213630.0,50.229345056422005,34.9345550557467
4385,Lao PDR,2006,230800.0,74.2387348353553,8.773830155979201
4386,Lebanon,2006,10230.0,13.458651026393001,66.3734115347019
4387,Liberia,2006,96320.0,83.48297342192691,16.5170265780731
4388,Libya,2006,1759540.0,0.123327687918433,8.74376257430919
4389,St. Lucia,2006,610.0,34.2065573770492,16.5573770491803
4390,Latin America & Caribbean,2006,20041774.4,49.0115475763334,34.3613719149741
4391,Least developed countries: UN classification,2006,20372885.615,31.2423860266756,36.1880441289942
4392,Low income,2006,14952807.615,24.436959090230104,37.2185787797324
4393,Liechtenstein,2006,160.0,41.871875,42.5
4394,Sri Lanka,2006,62710.0,33.9457821719024,38.9092648700367
4395,Lower middle income,2006,25517578.0,27.7887232322784,40.613594676274
4396,Low & middle income,2006,94055299.615,33.122837160844696,36.9522067409374
4397,Lesotho,2006,30360.0,1.13702239789196,75.9881422924901
4398,Late-demographic dividend,2006,44555545.0,39.4044748145264,34.332281037074104
4399,Lithuania,2006,62680.0,33.6630504148054,44.52297383535421
4400,Luxembourg,2006,2430.0,36.17283950617279,53.086419753086396
4401,Latvia,2006,62196.0,53.3743649109268,29.825069136278895
4402,"Macao SAR, China",2006,28.6,,
4403,St. Martin (French part),2006,54.4,18.3823529411765,
4404,Morocco,2006,446300.0,12.5641003809097,67.0983643289267
4405,Monaco,2006,2.0269999999999997,0.0,
4406,Moldova,2006,32890.0,11.0203709334144,75.4940711462451
4407,Madagascar,2006,581540.0,21.923609725900196,70.31846476596621
4408,Maldives,2006,300.0,2.7333333333333303,26.6666666666667
4409,Middle East & North Africa,2006,11226130.0,1.96313066035012,33.3481573803445
4410,Mexico,2006,1943950.0,34.7326453869698,54.8213688623679
4411,Marshall Islands,2006,180.0,52.22222222222221,72.2222222222222
4412,Middle income,2006,79102492.0,34.4924582703825,36.910204220943605
4413,North Macedonia,2006,25430.0,37.7222965001966,48.1321274085726
4414,Mali,2006,1220190.0,10.896663634352,33.1636876224195
4415,Malta,2006,320.0,1.09375,28.75
4416,Myanmar,2006,653470.0,50.2117067348157,17.7467978637122
4417,Middle East & North Africa (excluding high income),2006,8643790.0,2.3813752995012902,22.901181080545303
4418,Montenegro,2006,13450.0,55.5092936802974,38.2899628252788
4419,Mongolia,2006,1553560.0,9.150531682072142,73.8480007209248
4420,Northern Mariana Islands,2006,460.0,67.3391304347826,6.5217391304347805
4421,Mozambique,2006,786380.0,50.6860347414736,49.3139652585264
4422,Mauritania,2006,1030700.0,0.37741340836324794,38.4796740079558
4423,Mauritius,2006,2030.0,19.608866995073896,46.3054187192118
4424,Malawi,2006,94280.0,30.013788714467502,56.0564276622826
4425,Malaysia,2006,328550.0,58.575954953583896,21.5346218231624
4426,North America,2006,18127564.0,36.0865648578044,26.1195161136929
4427,Namibia,2006,823290.0,9.2713716916275,47.1522792697591
4428,New Caledonia,2006,18280.0,45.872647702407,12.2866520787746
4429,Niger,2006,1266700.0,0.9896423778321619,33.937791110760195
4430,Nigeria,2006,910770.0,26.256029513488603,73.7439704865114
4431,Nicaragua,2006,120340.0,38.8284693368788,43.2109024430779
4432,Netherlands,2006,33760.0,10.8971563981043,56.8601895734597
4433,Norway,2006,365244.0,33.1460612631556,2.83372211453166
4434,Nepal,2006,143350.0,41.0849110568539,29.1942797349145
4435,Nauru,2006,20.0,0.0,20.0
4436,New Zealand,2006,263310.0,37.4047624473055,43.2000303824389
4437,OECD members,2006,35514026.0,32.4926752489284,36.147567724369004
4438,Oman,2006,309500.0,0.00969305331179321,4.72697899838449
4439,Other small states,2006,2030678.0,30.1296806288343,38.5448387188909
4440,Pakistan,2006,770880.0,5.527114466583639,46.875
4441,Panama,2006,74340.0,58.833064299166004,29.9219800914716
4442,Peru,2006,1280000.0,58.241415625,18.290625
4443,Philippines,2006,298170.0,23.5688902304055,38.8369051212396
4444,Palau,2006,460.0,87.32173913043479,9.34782608695652
4445,Papua New Guinea,2006,452860.0,79.977294748929,2.29651547939761
4446,Poland,2006,306320.0,30.1025071820319,52.0925829198224
4447,Pre-demographic dividend,2006,20272964.270999998,30.5937320459626,38.909403426142795
4448,Puerto Rico,2006,8870.0,52.5963923337091,22.0744081172492
4449,"Korea, Dem. People's Rep.",2006,120410.0,52.5480441823769,21.592890955900696
4450,Portugal,2006,91470.0,35.679457745709,41.080791516344206
4451,Paraguay,2006,397300.0,52.702708280896,47.297291719104
4452,West Bank and Gaza,2006,6020.0,1.5232558266268998,59.418606678908795
4453,Pacific island small states,2006,64200.0,67.2146105919003,13.303738317757
4454,Post-demographic dividend,2006,31354010.6,31.7570454080658,35.5644240020295
4455,French Polynesia,2006,3660.0,40.7366120218579,12.295081967213099
4456,Qatar,2006,11610.0,0.0,5.650301464254951
4457,Romania,2006,229980.0,28.069397338899,61.0444386468388
4458,Russian Federation,2006,16377740.0,49.627650701500905,13.1573709193088
4459,Rwanda,2006,24670.0,11.0985002026753,73.0826915281719
4460,South Asia,2006,4771577.0,18.1887402215242,56.677488385915204
4461,Saudi Arabia,2006,2149690.0,0.45448413492177897,80.7902534784085
4462,Sudan,2006,2481353.2709999997,,
4463,Senegal,2006,192530.0,44.783462317560904,44.0866358489586
4464,Singapore,2006,694.0,25.1435158501441,1.0806916426513
4465,Solomon Islands,2006,27990.0,90.50403715612721,3.3583422650946804
4466,Sierra Leone,2006,72180.0,38.9452479911333,55.830978110279894
4467,El Salvador,2006,20720.0,31.2200772200772,68.7799227799228
4468,San Marino,2006,60.0,16.6666666666667,16.6666666666667
4469,Somalia,2006,627340.0,11.245098351770999,70.4052029202665
4470,Serbia,2006,87460.0,29.862794420306397,40.441344614681
4471,Sub-Saharan Africa (excluding high income),2006,23851598.615,30.534389039347502,41.1368263606211
4472,South Sudan,2006,,,
4473,Sub-Saharan Africa,2006,23852058.615,30.5353087179788,41.1361280710754
4474,Small states,2006,2499728.0,40.884452068385,32.4469670300129
4475,Sao Tome and Principe,2006,960.0,60.6291666666667,50.0
4476,Suriname,2006,156000.0,98.1811794871795,0.46666666666666706
4477,Slovak Republic,2006,48100.0,39.7361746361746,40.31185031185029
4478,Slovenia,2006,20140.0,61.6385302879841,24.379344587884802
4479,Sweden,2006,410340.0,68.501730272457,7.70824194570356
4480,Eswatini,2006,17200.0,27.9401162790698,71.16279069767441
4481,Sint Maarten (Dutch part),2006,34.0,,
4482,Seychelles,2006,460.0,73.2608695652174,8.69565217391304
4483,Syrian Arab Republic,2006,183630.0,2.5490388280782,75.5704405598214
4484,Turks and Caicos Islands,2006,950.0,11.073684210526302,1.0526315789473701
4485,Chad,2006,1259200.0,4.65311308767471,38.8580050825921
4486,East Asia & Pacific (IDA & IBRD countries),2006,15830230.0,29.4650480567876,48.2108388001943
4487,Europe & Central Asia (IDA & IBRD countries),2006,22986624.0,39.017375207594,28.337371723919002
4488,Togo,2006,54390.0,22.995175583747002,60.305203162346004
4489,Thailand,2006,510890.0,38.4485897159858,38.56015972127071
4490,Tajikistan,2006,139960.0,2.9294084024006897,33.831094598456694
4491,Turkmenistan,2006,469930.0,8.78215904496414,73.8407847977358
4492,Latin America & the Caribbean (IDA & IBRD countries),2006,19913632.0,49.136763198195105,34.2365004033418
4493,Timor-Leste,2006,14870.0,63.261600537995996,25.891055817081398
4494,Middle East & North Africa (IDA & IBRD countries),2006,8637770.0,2.3819733565492003,22.875730657334
4495,Tonga,2006,720.0,12.430555555555598,43.0555555555556
4496,South Asia (IDA & IBRD),2006,4771577.0,18.1887402215242,56.677488385915204
4497,Sub-Saharan Africa (IDA & IBRD countries),2006,23852058.615,30.5353087179788,41.1361280710754
4498,Trinidad and Tobago,2006,5130.0,45.6346978557505,10.5263157894737
4499,Tunisia,2006,155360.0,4.37434346035015,63.1179196704428
4500,Turkey,2006,769630.0,26.907979158816598,52.6135935449502
4501,Tuvalu,2006,30.0,33.3333333333333,56.6666666666667
4502,Tanzania,2006,885800.0,58.069552946489,39.9187175434635
4503,Uganda,2006,199810.0,14.5910214703969,67.3777588709274
4504,Ukraine,2006,579360.0,16.454018227009097,71.2579397956366
4505,Upper middle income,2006,53584914.0,37.6854809215667,35.146260756168296
4506,Uruguay,2006,175020.0,9.06399268655011,83.961832933379
4507,United States,2006,9161920.0,33.4696657469177,45.066841884670495
4508,Uzbekistan,2006,425400.0,7.50903714151387,61.8758815232722
4509,St. Vincent and the Grenadines,2006,390.0,73.1794871794872,17.9487179487179
4510,"Venezuela, RB",2006,882050.0,54.603934017346,24.4373901706252
4511,British Virgin Islands,2006,150.0,24.3466666666667,46.6666666666667
4512,Virgin Islands (U.S.),2006,350.0,54.9885714285714,11.4285714285714
4513,Vietnam,2006,310070.0,41.108381978263004,32.5023381817009
4514,Vanuatu,2006,12190.0,36.2838392124692,15.176374077112401
4515,World,2006,129885400.642,30.971230819734302,36.8269457942929
4516,Samoa,2006,2830.0,59.51166077738521,14.2049469964664
4517,Kosovo,2006,10887.0,,
4518,"Yemen, Rep.",2006,527970.0,1.0398318086254899,44.750648711101
4519,South Africa,2006,1213090.0,14.4751749664081,79.8687648896619
4520,Zambia,2006,743390.0,63.0075734136859,31.0039144997915
4521,Zimbabwe,2006,386850.0,46.7611735814915,42.1351945198397
4522,Aruba,2007,180.0,2.3333333333333304,11.1111111111111
4523,Africa Eastern and Southern,2007,14806251.567,37.3038801747529,43.2027337031098
4524,Afghanistan,2007,652860.0,1.85099408755323,58.06757957295589
4525,Africa Western and Central,2007,9045780.0,20.9503931335938,38.6696266104194
4526,Angola,2007,1246700.0,59.214873666479505,40.785126333520495
4527,Albania,2007,27400.0,28.4028832116788,40.8394160583942
4528,Andorra,2007,470.0,34.0425531914894,44.1914893617021
4529,Arab World,2007,13716684.271,1.7088722174786202,36.493717897585704
4530,United Arab Emirates,2007,71020.0,4.43451140523796,7.499295972965361
4531,Argentina,2007,2736690.0,11.387186710953697,52.6303673415696
4532,Armenia,2007,28470.0,11.632736213558099,61.534949069195605
4533,American Samoa,2007,200.0,87.6,24.0
4534,Antigua and Barbuda,2007,440.0,20.411363636363603,20.4545454545455
4535,Australia,2007,7682300.0,16.951498900069,51.85367663329989
4536,Austria,2007,82578.0,46.691394802489796,34.2718399573736
4537,Azerbaijan,2007,82629.0,12.331169444141901,57.5645354536543
4538,Burundi,2007,25680.0,7.55218068535826,67.4844236760125
4539,Belgium,2007,30280.0,22.559412153236497,45.1420079260238
4540,Benin,2007,112760.0,33.5681979425328,29.709116708052502
4541,Burkina Faso,2007,273600.0,25.0968567251462,40.0950292397661
4542,Bangladesh,2007,130170.0,14.5804555581163,71.18383652147192
4543,Bulgaria,2007,108610.0,33.407605192892,47.1043182027438
4544,Bahrain,2007,750.0,0.633333333333333,11.2
4545,"Bahamas, The",2007,10010.0,50.9350649350649,1.2987012987013
4546,Bosnia and Herzegovina,2007,51200.0,41.12025390625,41.97265625
4547,Belarus,2007,202900.0,42.0054213898472,43.94282897979299
4548,Belize,2007,22810.0,61.8922840859272,6.6637439719421305
4549,Bermuda,2007,54.0,18.5185185185185,7.40740740740741
4550,Bolivia,2007,1083300.0,49.5621009877227,34.51490815102
4551,Brazil,2007,8358140.0,62.625544678600704,27.478817057383598
4552,Barbados,2007,430.0,14.651162790697699,37.2093023255814
4553,Brunei Darussalam,2007,5270.0,73.0740037950664,2.1631878557874797
4554,Bhutan,2007,38117.0,70.1918566518876,14.7703124590078
4555,Botswana,2007,566730.0,29.6306883348332,45.496091613290304
4556,Central African Republic,2007,622980.0,36.426530546727,8.363029310732289
4557,Canada,2007,8965590.0,38.7555239532479,6.693145682548501
4558,Central Europe and the Baltics,2007,1103146.0,33.3924992702688,48.36213882840529
4559,Switzerland,2007,39516.0,30.9534871950602,39.0601275432736
4560,Channel Islands,2007,198.0,4.86363636363636,41.4141414141414
4561,Chile,2007,743532.0,22.1278976560525,21.158470650893303
4562,China,2007,9424700.0,20.5340680339958,56.0083515761775
4563,Cote d'Ivoire,2007,318000.0,13.5353490566038,64.7798742138365
4564,Cameroon,2007,472710.0,44.656518795879094,19.4897505870407
4565,"Congo, Dem. Rep.",2007,2267050.0,61.396087426391105,11.3142630290466
4566,"Congo, Rep.",2007,341500.0,64.7467057101025,30.893118594436302
4567,Colombia,2007,1109500.0,55.3277178909419,38.2478593961244
4568,Comoros,2007,1861.0,20.749059645352002,71.4669532509404
4569,Cabo Verde,2007,4030.0,10.377171215880901,18.8585607940447
4570,Costa Rica,2007,51060.0,56.1497453975715,35.252643948296104
4571,Caribbean small states,2007,404850.0,90.62380881808079,4.8928170927504
4572,Cuba,2007,106440.0,26.145246148064604,62.1946636602781
4573,Curacao,2007,444.0,,
4574,Cayman Islands,2007,240.0,53.2625,11.25
4575,Cyprus,2007,9240.0,18.6656926406926,15.930735930735901
4576,Czech Republic,2007,77250.0,34.3217216828479,55.0032362459547
4577,Germany,2007,348670.0,32.6741618148966,48.61330197608051
4578,Djibouti,2007,23180.0,0.24158757549611698,73.4037963761864
4579,Dominica,2007,750.0,63.826666666666696,29.3333333333333
4580,Denmark,2007,42430.0,13.717251944379,62.7621965590384
4581,Dominican Republic,2007,48310.0,42.287828606913706,50.031049472159005
4582,Algeria,2007,2381740.0,0.7625937339927951,17.3201105074441
4583,East Asia & Pacific (excluding high income),2007,15950410.0,29.757431852848896,48.1851131789089
4584,Early-demographic dividend,2007,33238064.296,23.826798093515396,40.878079568656204
4585,East Asia & Pacific,2007,24423314.2,26.553551390966202,48.561805305879204
4586,Europe & Central Asia (excluding high income),2007,22623996.0,39.1893271685906,27.934565582490396
4587,Europe & Central Asia,2007,27442783.027,38.1922891610849,29.4254107939756
4588,Ecuador,2007,248360.0,53.305214205186005,29.8437751650829
4589,"Egypt, Arab Rep.",2007,995450.0,0.0640022100557537,3.55417148023507
4590,Euro area,2007,2676941.0,37.569161965093706,45.0451915077695
4591,Eritrea,2007,101000.0,10.8548514851485,74.97029702970299
4592,Spain,2007,499110.0,36.2844202680772,56.1078720121817
4593,Estonia,2007,42390.0,54.4204057560746,21.5758433592828
4594,Ethiopia,2007,1129287.2959999999,15.954753111824601,31.0611835661702
4595,European Union,2007,3997351.0,38.8179146639862,42.992551817441104
4596,Fragile and conflict affected situations,2007,19962757.567,26.759232361546196,31.559692211125103
4597,Finland,2007,304090.0,73.3437206090302,7.54677891413726
4598,Fiji,2007,18270.0,57.6469074986316,23.3716475095785
4599,France,2007,547557.0,29.366257759466098,53.33892179261699
4600,Faroe Islands,2007,1396.0,0.0573065902578797,2.14899713467049
4601,"Micronesia, Fed. Sts.",2007,700.0,91.49857142857141,32.1428571428571
4602,Gabon,2007,257670.0,91.8406760585245,8.159323941475531
4603,United Kingdom,2007,241930.0,12.513950316207199,72.9425866986318
4604,Georgia,2007,69490.0,40.34911498057271,36.221038998417
4605,Ghana,2007,227540.0,36.101933725938295,63.8980662740617
4606,Gibraltar,2007,10.0,0.0,
4607,Guinea,2007,245720.0,27.1732052742959,57.70796027999349
4608,"Gambia, The",2007,10120.0,31.3437747035573,48.913043478260896
4609,Guinea-Bissau,2007,28120.0,74.3159672830726,25.6840327169275
4610,Equatorial Guinea,2007,28050.0,91.16153297682709,8.83846702317291
4611,Greece,2007,128900.0,29.56812257564,60.1474010861133
4612,Grenada,2007,340.0,52.05882352941179,20.588235294117602
4613,Greenland,2007,410450.0,0.000535997076379583,0.589353148982824
4614,Guatemala,2007,107160.0,36.100970511384894,41.190742814483
4615,Guam,2007,540.0,44.4444444444444,35.185185185185205
4616,Guyana,2007,196850.0,94.1485039370079,5.85149606299213
4617,High income,2007,34948159.627,28.9275220779614,36.4222181182986
4618,"Hong Kong SAR, China",2007,1050.0,,5.71428571428571
4619,Honduras,2007,111890.0,59.3110197515417,28.2420234158549
4620,Heavily indebted poor countries (HIPC),2007,19988461.567,31.199385813178395,36.5498881472162
4621,Croatia,2007,55960.0,34.1225875625447,21.479628305932803
4622,Haiti,2007,27560.0,13.7540275761974,66.0377358490566
4623,Hungary,2007,89610.0,22.4174087713425,64.8030353755161
4624,IBRD only,2007,71005231.0,34.295763840272606,36.37525703000671
4625,IDA & IBRD total,2007,95991576.567,33.10848579715999,36.9098710113725
4626,IDA total,2007,24986345.566999998,29.3607060742906,38.596625165447705
4627,IDA blend,2007,4369370.0,30.792495005000703,44.509391971840294
4628,Indonesia,2007,1811570.0,55.2810214344464,29.256390865382
4629,IDA only,2007,20616975.567,29.0155415519951,37.1720770865794
4630,Isle of Man,2007,570.0,6.070175438596491,73.89473684210529
4631,India,2007,2973190.0,23.1820031683142,60.413226198123894
4632,Not classified,2007,,,
4633,Ireland,2007,68890.0,10.064944113804598,62.06996661344171
4634,"Iran, Islamic Rep.",2007,1628760.0,6.31282939168447,29.51509123505
4635,Iraq,2007,437370.0,1.88147335208176,20.8976381553376
4636,Iceland,2007,100250.0,0.40117705735660797,18.713216957606
4637,Israel,2007,21640.0,7.10258780036969,23.9417744916821
4638,Italy,2007,294140.0,30.0210885972666,48.147140817297895
4639,Jamaica,2007,10830.0,50.527700831024895,42.843951985226205
4640,Jordan,2007,88240.0,1.10494106980961,10.9168177697189
4641,Japan,2007,364500.0,68.41975308641979,12.7572016460905
4642,Kazakhstan,2007,2699700.0,1.1499808867652,78.31818350187059
4643,Kenya,2007,569140.0,6.5358171978775,47.56298977404511
4644,Kyrgyz Republic,2007,191800.0,6.33496350364964,55.9363920750782
4645,Cambodia,2007,176520.0,60.314757534556996,30.3365057783821
4646,Kiribati,2007,810.0,1.4567901234567902,41.975308641975296
4647,St. Kitts and Nevis,2007,260.0,42.3076923076923,19.5769230769231
4648,"Korea, Rep.",2007,96920.0,66.1751960379695,18.984729673957897
4649,Kuwait,2007,17820.0,0.327160493827161,8.47362514029181
4650,Latin America & Caribbean (excluding high income),2007,18213640.0,49.927393810353095,35.210169136976496
4651,Lao PDR,2007,230800.0,74.0288128249567,8.93847487001733
4652,Lebanon,2007,10230.0,13.450537634408601,66.1876832844575
4653,Liberia,2007,96320.0,83.1688122923588,16.8311877076412
4654,Libya,2007,1759540.0,0.123327687918433,8.74376257430919
4655,St. Lucia,2007,610.0,34.1672131147541,16.2295081967213
4656,Latin America & Caribbean,2007,20041784.4,48.7355347254209,34.601088544767606
4657,Least developed countries: UN classification,2007,20372908.567,31.08010365227,36.3683717393464
4658,Low income,2007,14952790.567,24.3188912393663,37.370882436259706
4659,Liechtenstein,2007,160.0,41.87125,42.5
4660,Sri Lanka,2007,62710.0,33.8456386541221,38.1119438686015
4661,Lower middle income,2007,25517598.0,27.7097779265931,40.7456887203882
4662,Low & middle income,2007,94054994.567,33.061235456220004,37.0460401277959
4663,Lesotho,2007,30360.0,1.13702239789196,76.7127799736495
4664,Late-demographic dividend,2007,44555247.0,39.3880125184807,34.329500588337005
4665,Lithuania,2007,62680.0,33.9023611997447,43.010529674537295
4666,Luxembourg,2007,2430.0,36.2551440329218,53.90946502057611
4667,Latvia,2007,62196.0,53.5851823268377,29.567817866100697
4668,"Macao SAR, China",2007,29.2,,
4669,St. Martin (French part),2007,54.4,18.3823529411765,
4670,Morocco,2007,446300.0,12.6017499439839,67.1297333632086
4671,Monaco,2007,2.0269999999999997,0.0,
4672,Moldova,2007,32890.0,11.1118881118881,75.554879902706
4673,Madagascar,2007,581540.0,21.8430150978437,70.31846476596621
4674,Maldives,2007,300.0,2.7333333333333303,26.6666666666667
4675,Middle East & North Africa,2007,11226150.0,1.9807284777128702,33.386102982767895
4676,Mexico,2007,1943950.0,34.6586702332879,54.88824301036549
4677,Marshall Islands,2007,180.0,52.22222222222221,72.2222222222222
4678,Middle income,2007,79102204.0,34.4397634900943,36.994824734592704
4679,North Macedonia,2007,25230.0,38.03273880301229,42.6476416963932
4680,Mali,2007,1220190.0,10.896663634352,33.2710479515485
4681,Malta,2007,320.0,1.09375,29.0625
4682,Myanmar,2007,653520.0,49.683457277512595,18.337617823479
4683,Middle East & North Africa (excluding high income),2007,8643800.0,2.40411173327429,22.9496749114973
4684,Montenegro,2007,13450.0,57.003717472119,38.215613382899605
4685,Mongolia,2007,1553560.0,9.14538221890368,73.8175545199413
4686,Northern Mariana Islands,2007,460.0,66.9826086956522,6.5217391304347805
4687,Mozambique,2007,786380.0,50.4042549403596,49.5957450596404
4688,Mauritania,2007,1030700.0,0.37213544193266707,38.4796740079558
4689,Mauritius,2007,2030.0,19.4344827586207,45.320197044335
4690,Malawi,2007,94280.0,29.5683071701315,52.874416631311
4691,Malaysia,2007,328550.0,58.349596712829104,21.6320194795313
4692,North America,2007,18127564.0,36.1125156143429,26.085468516343397
4693,Namibia,2007,823290.0,9.18512091729524,47.1377036038334
4694,New Caledonia,2007,18280.0,45.87904814004379,11.931072210065599
4695,Niger,2007,1266700.0,0.979837372700718,34.5638272677035
4696,Nigeria,2007,910770.0,26.0767240906047,73.9232759093953
4697,Nicaragua,2007,120340.0,37.8220126308792,43.0862556091075
4698,Netherlands,2007,33760.0,10.9385663507109,56.706161137440795
4699,Norway,2007,365244.0,33.1430495778165,2.82550842724316
4700,Nepal,2007,143350.0,41.211363794907605,29.0617370073247
4701,Nauru,2007,20.0,0.0,20.0
4702,New Zealand,2007,263310.0,37.4038813565759,43.625384527742995
4703,OECD members,2007,35514123.0,32.5076288945668,35.7530867367892
4704,Oman,2007,309500.0,0.00969305331179321,4.733441033925691
4705,Other small states,2007,2030688.0,30.0419056004664,38.5384495304055
4706,Pakistan,2007,770880.0,5.472951691573269,46.7167393109174
4707,Panama,2007,74340.0,58.6795130481571,30.0215227333871
4708,Peru,2007,1280000.0,58.14391328125,18.4125
4709,Philippines,2007,298170.0,23.4114163061341,39.541201328101394
4710,Palau,2007,460.0,87.53478260869569,9.34782608695652
4711,Papua New Guinea,2007,452860.0,79.9554158017931,2.29651547939761
4712,Poland,2007,306320.0,30.1906503003395,50.499477670409995
4713,Pre-demographic dividend,2007,20272964.270999998,30.4340423247788,39.04725519234879
4714,Puerto Rico,2007,8870.0,53.298759864712494,21.307779030439697
4715,"Korea, Dem. People's Rep.",2007,120410.0,52.3717299227639,21.592890955900696
4716,Portugal,2007,91470.0,35.647753361758,40.023176997922796
4717,Paraguay,2007,397300.0,51.841535363705,48.158464636295
4718,West Bank and Gaza,2007,6020.0,1.5232558266268998,58.720930232558096
4719,Pacific island small states,2007,64200.0,67.3016510903427,13.2943925233645
4720,Post-demographic dividend,2007,31354069.2,31.780941221236,35.1487055575613
4721,French Polynesia,2007,3660.0,40.7614754098361,12.295081967213099
4722,Qatar,2007,11610.0,0.0,5.650301464254951
4723,Romania,2007,229890.0,28.1451998782026,59.2892252816564
4724,Russian Federation,2007,16377740.0,49.6634743255174,13.1558444571717
4725,Rwanda,2007,24670.0,11.0093230644508,73.1609241994325
4726,South Asia,2007,4771577.0,18.223807118694697,56.5716533548552
4727,Saudi Arabia,2007,2149690.0,0.45448413492177897,80.79071866176051
4728,Sudan,2007,2481353.2709999997,,
4729,Senegal,2007,192530.0,44.5834934815353,44.1645457850725
4730,Singapore,2007,695.0,25.2119424460432,1.1510791366906499
4731,Solomon Islands,2007,27990.0,90.4778849589139,3.3583422650946804
4732,Sierra Leone,2007,72180.0,38.6719451371571,50.2039346079246
4733,El Salvador,2007,20720.0,31.0028957528958,68.9971042471042
4734,San Marino,2007,60.0,16.6666666666667,16.6666666666667
4735,Somalia,2007,627340.0,11.122756400038302,70.1820384480505
4736,Serbia,2007,87460.0,30.1520695174937,40.8518179739309
4737,Sub-Saharan Africa (excluding high income),2007,23851571.566999998,30.3808537380043,41.2847085499889
4738,South Sudan,2007,,,
4739,Sub-Saharan Africa,2007,23852031.566999998,30.3817767226194,41.2839602833353
4740,Small states,2007,2499738.0,40.8104978201716,32.4409694135945
4741,Sao Tome and Principe,2007,960.0,60.602083333333304,50.0
4742,Suriname,2007,156000.0,98.154891025641,0.44871794871794896
4743,Slovak Republic,2007,48100.0,39.7704781704782,40.1247401247401
4744,Slovenia,2007,20140.0,61.708043694141,24.7269116186693
4745,Sweden,2007,410340.0,68.4797972413121,7.644879855729389
4746,Eswatini,2007,17200.0,28.0107558139535,71.16279069767441
4747,Sint Maarten (Dutch part),2007,34.0,,
4748,Seychelles,2007,460.0,73.2608695652174,6.5217391304347805
4749,Syrian Arab Republic,2007,183640.0,2.5815726421259,75.6752341537791
4750,Turks and Caicos Islands,2007,950.0,11.073684210526302,1.0526315789473701
4751,Chad,2007,1259200.0,4.5877541296060995,38.8587992376112
4752,East Asia & Pacific (IDA & IBRD countries),2007,15830280.0,29.586331044049803,48.3865232390078
4753,Europe & Central Asia (IDA & IBRD countries),2007,22986276.0,39.057011261049794,28.2195558776028
4754,Togo,2007,54390.0,22.9407648464791,64.2581356867071
4755,Thailand,2007,510890.0,38.659006831216104,38.75589657264771
4756,Tajikistan,2007,139960.0,2.9294084024006897,33.7882252072021
4757,Turkmenistan,2007,469930.0,8.78215904496414,73.52158832166491
4758,Latin America & the Caribbean (IDA & IBRD countries),2007,19913632.0,48.856208149271794,34.4786141975507
4759,Timor-Leste,2007,14870.0,63.1674512441157,25.2185608607935
4760,Middle East & North Africa (IDA & IBRD countries),2007,8637780.0,2.40472563552209,22.9247445524197
4761,Tonga,2007,720.0,12.430555555555598,43.0555555555556
4762,South Asia (IDA & IBRD),2007,4771577.0,18.223807118694697,56.5716533548552
4763,Sub-Saharan Africa (IDA & IBRD countries),2007,23852031.566999998,30.3817767226194,41.2839602833353
4764,Trinidad and Tobago,2007,5130.0,45.552046783625705,10.5263157894737
4765,Tunisia,2007,155360.0,4.3869464469619,63.1114830072091
4766,Turkey,2007,769630.0,27.0294310252979,51.32985980276239
4767,Tuvalu,2007,30.0,33.3333333333333,60.0
4768,Tanzania,2007,885800.0,57.64959358771729,40.2461052156243
4769,Uganda,2007,199810.0,14.3845603323157,68.3824633401732
4770,Ukraine,2007,579330.0,16.461429582448698,71.2305594393524
4771,Upper middle income,2007,53584606.0,37.6453103395715,35.208620701624604
4772,Uruguay,2007,175020.0,9.270997600274251,83.1333561878643
4773,United States,2007,9161920.0,33.5262477733925,45.0623450106528
4774,Uzbekistan,2007,425400.0,7.60027809120828,61.4503996238834
4775,St. Vincent and the Grenadines,2007,390.0,73.1794871794872,17.9487179487179
4776,"Venezuela, RB",2007,882050.0,54.4173232809931,24.4419250609376
4777,British Virgin Islands,2007,150.0,24.3266666666667,46.6666666666667
4778,Virgin Islands (U.S.),2007,350.0,54.40571428571429,11.4285714285714
4779,Vietnam,2007,310070.0,41.6256716225368,32.4526719772955
4780,Vanuatu,2007,12190.0,36.2838392124692,15.340442986054098
4781,World,2007,129885204.19399999,30.9450297947914,36.7876595451376
4782,Samoa,2007,2830.0,59.3413427561837,13.604240282685499
4783,Kosovo,2007,10887.0,,52.3560209424084
4784,"Yemen, Rep.",2007,527970.0,1.0398318086254899,44.750648711101
4785,South Africa,2007,1213090.0,14.445168948717699,79.8704135719526
4786,Zambia,2007,743390.0,62.959415649928,30.9178224081572
4787,Zimbabwe,2007,386850.0,46.642083494894706,41.8766963939511
4788,Aruba,2008,180.0,2.3333333333333304,11.1111111111111
4789,Africa Eastern and Southern,2008,14806236.327,37.1052593945196,43.458883428451394
4790,Afghanistan,2008,652860.0,1.85099408755323,58.06757957295589
4791,Africa Western and Central,2008,9045780.0,20.858265931738302,38.9614206845623
